,Company_Name,Sector,Stage,Amount($),HeadQuarter,What it does,Funding Year,Founded,Founders,Investor
939,Leap India,Agritech,Series B,30000000.0,Coimbatore,Agricultural warehousing and logistics company,2020,N/A,Narain Karthikeyan.,Neev Fund
940,Picxy,Media,N/A,250000.0,Hyderabad,Stock photo industry,2020,N/A,Jitendra Emmani,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan"
941,Krimanshi,Agritech,N/A,20000.0,Jodhpur,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,2020,N/A,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet
942,NEETprep,EdTech,N/A,,Delhi,Provides crash course for NEET preparation,2020,N/A,Kapil Gupta,IndiaQuotient
943,Dot Pvt. Ltd,Fintech,Seed Round,8000000.0,Gurugram,It provides digital transformation and commerce solutions to brick and mortar outlets,2020,N/A,Shailaz Nag,"PayU, Fosun RZ Capital"
944,Kuku FM,Media,Series A,5500000.0,Mumbai,A podcast platform,2020,N/A,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures
945,SuperMoney,Fintech,Pre series A,1000000.0,Mumbai,Provides financial tools for effective business making,2020,2018,Nikhil Banerjee,Unitus Ventures.
946,Rebel Foods,Food tech,N/A,4900000.0,None,It runs internet kitchen,2020,N/A,"Jaydeep Barman, Kallol Bannerjee",Alteria Capital
947,AlphaVector,E tailor,N/A,,Bangalore,It sells modern age bicycles named FROG,2020,2015,Sachin Chopra,"Avaana Capital, Titan Capital"
948,Fox Capital,Fintech,N/A,2500000.0,Jaipur,Digital lending startup,2020,2019,Rakesh Sharma,Institutional Investors
949,Tribe Theory,Accomodation,N/A,3500000.0,Bangalore,An entrepreneur-focused hostel chain present in multiple locations across the world.,2020,N/A,Katie Russel and Daniel Wiegand,Tim Draper
950,Fleetx,SaaS,Series A,1402400.0,None,Fleet management and predictive analytics platform,2020,N/A,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext
951,Embibe,EdTech,N/A,12618300.0,Mumbai,It provides AI-based data analytics to personalise learning outcomes,2020,N/A,Aditi Avasthi,Reliance Industries Limited (RIL)
952,Entri,EdTech,Seed Round,1400000.0,Kochi,It is a app that provides different types of learning content in local languages,2020,2017,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital
953,Oye! Rickshaw,E-mobility,Series A,10000000.0,None,App-based electric rickshaw hailing service,2020,N/A,Akash Deep,Chiratae Ventures
954,Seal Professional,EdTech,Pre series A,,Bangalore,Trains students in managemnt and leadership skills and also helps in placement,2020,2012,N/A,Equanimity Ventures
955,Sprinng Foods,Food,N/A,,Mumbai,Provides Gluten-free food,2020,N/A,Tarun Khanna,"Mistletoe, Info Edge Asia"
956,1MG,Healthtech,N/A,9900000.0,Gurugram,Online pharmacy,2020,2015,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation
957,Aagey,Fintech,N/A,,Bangalore,Provides financial assistance to MSMEs,2020,N/A,Akaash Shankar,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain"
958,Doubtnut,EdTech,Series A,15000000.0,Gurugram,Multi-lingual digital solutions platform for students,2020,2017,"Tanushri Nagori, Aditya Shankar",Tencent
959,AdonMo,Ad-tech,N/A,3000000.0,Bangalore,It is an online and outdoor advertising company,2020,2017,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial
960,RACEnergy,E-mobility,Seed Round,,None,It builds electric vehicles and supporting infrastructure,2020,2018,"Arun Sreyas, Gautham Maheswaran","GrowX ventures, Prophetic Ventures"
961,BharatPe,Fintech,N/A,100000000.0,Delhi,Digital payments platform,2020,2018,Ashneer Grover,Coatue Management
962,Kisan Network,Agritech,Seed Round,3000000.0,Gurugram,Integrated supply chain for farmers to sell their produce directly to buyers,2020,2015,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira
963,Vogo,Automotive,Series C,35000000.0,Bangalore,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,2020,2016,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada
964,Yolo,Transport,Seed Round,600000.0,Gurugram,Intercity transportation startup,2020,2019,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed
965,Unotech,SaaS,N/A,2000000.0,Mumbai,It develops fully-customisable open source software,2020,2011,Vikash Jha,Manish Choksi
966,Zetwerk,Marketplace,N/A,2200000.0,Bangalore,B2B marketplace that connects manufacturing companies for industrial equipements,2020,2018,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",InnoVen capital
967,CureSkin,Healthtech,N/A,500000.0,Bangalore,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,2020,2017,"Guna Kakulapati, Rama Rajanna, Charu Sharma",SenseAI Ventures
968,WizKlub,EdTech,Seed Funding,982530.0,Bangalore,Helps students solve problems at complex level,2020,2018,Amit Bansal,Incubate Fund India
969,Interviewbit,EdTech,Series A,200000000.0,Pune,Platform that provides coding and interview preparation course by industry professionals from tech companies,2020,2014,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)"
970,MoneyTap,Fintech,Series B,70185200.0,None,App-based consumer credit line that gives customers access to credit on tap.,2020,2016,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (ATG), RTP Global, Sequoia India"
971,Uniplatform Tech,SaaS,N/A,,Delhi,Runs real estate SaaS platform MultiplyMyLeads.com.,2020,2015,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, SucSEED Venture Partners LLP"
972,INdwealth,Fintech,Series C,12000000.0,Gurugram,An Artificial Intelligence and Machine learning based wealth management platform,2020,N/A,Ashish Kashyap,"Tiger Global, Steadview Capital, DF International Private Partners"
973,Bizongo,Marketplace,Series C,30000000.0,Mumbai,A B2B marketplace for packaging materials,2020,2015,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq
974,AppsFlyer,SaaS,Series D,210000000.0,Bangalore,Mobile marketing analytics and attribution platform,2020,2011,"Oren Kaniel, Reshef Mann",General Atlantic
975,Digit Insurance,Insurtech,N/A,84000000.0,Bangalore,General Insurance Company,2020,N/A,Kamesh Goyal,"A91 Partners, Faering Capital, TVS Capital"
976,Livspace,Interior Design,Series D,60000000.0,Bangalore,It offers end-to-end home design experience for homeowners and home designers,2020,2014,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment"
977,GetVantage,Fintech,Seed Round,,Mumbai,Revenue based finance provider,2020,N/A,Bhavik Vasa,"Samyakth Capital, Venture Catalysts"
978,Konfinity,EdTech,N/A,,Noida,Provides online coding courses,2020,2018,"Navratn Singh, Kamal Pandey",Angel investors
979,Pine Labs,Fintech,N/A,,Noida,Retail payment and hardware company,2020,N/A,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard
980,Instoried,SaaS,N/A,,Delhi,Augmented writing platform which improves customer interest and engagement.,2020,N/A,Sharmin Ali,"SOSV, Chinaccelerator"
981,Nupay,Neo-banking,N/A,,Haryana,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts",2020,N/A,"Neeraj Singh, Alok Arora",Venture Catalysts
982,LogiNext,Transport Automation,Series B,39000000.0,None,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service",2020,N/A,"Dhruvil Sanghvi, Manisha Raisinghani","Tiger Global, Steadview Capital"
983,Samosa Singh,Food,Series A,2700000.0,Bangalore,Offers hygienic Indian Snacks,2020,2016,"Shikhar Veer Singh, Nidhi Singh",She Capital
984,Crysta,Healthtech,Pre Series A,1403400.0,Delhi,Offers diagnostic and screening services with regular counselling and clinical data management,2020,2018,N/A,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli"
985,Eupheus Learning,EdTech,Series A,4300000.0,New Delhi,"Provides technology-led, subscription-based learning solutions to schools",2020,2017,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures
986,Bounce,Automotive and Rentals,Series D,105000000.0,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020,2014,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital"
987,Park+,Techonology,N/A,11000000.0,None,It is engaged in bringing digitization in parking,2020,N/A,Amit Lakhotia,"Sequoia Capital, Matrix Partners India"
988,Goodmylk,Dairy,Seed Round,400000.0,Bangalore,Provides Vegan dairy products,2020,2017,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest"
989,SmartKarrot,SaaS,N/A,1000000.0,None,It tracks customers’ real-time digital behaviour,2020,2019,"Prithwi Dasgupta, Arnab Chatterjee",Angel investors
990,Skylo,IoT,Series B,103000000.0,None,Provides affordable and ever present network that connects machines or sensors,2020,2017,Trivedi,SoftBank Group
991,Tea Trunk,Beverage,N/A,220000.0,Goa,Global premium tea brand,2020,2013,"Snigdha Manchanda, Vikas Kumar, Aishwarya Malhi",Angel investors
992,Zoomcar,Transport & Rentals,Series D,30000000.0,Bangalore,A car rental service platform,2020,2013,"Greg Moran, David Back",Sony Innovation Fund
993,Mera Cashier,Fintech,Seed Round,250000.0,Noida,App meant for small and micro businessmen to manage their transactions digitally,2020,2019,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal"
994,Samya AI,SaaS,Seed Round,6000000.0,None,Revenue growth AI startup in the consumer packed goods (CPG) space,2020,2019,"Shailendra Singh, Deepinder Dhingra, Pavan Palety",Sequoia India
995,Kristal AI,AI,Series A,6000000.0,None,Provides Algorithm-based financial services,2020,2016,"Asheesh Chanda, Vineeth Narasimhan",Chiratae Ventures
996,Invento Robotics,AI Robotics,Seed Round,281300.0,None,Known for Mitra Series of Robots,2020,N/A,"Balaji Viswanathan, Be Limitless Inc., Zingfin.com, NalandaU","Windrose Capital, ITI Growth Opportunities Venture Fund"
997,Zimyo,HR tech,N/A,,Gurugram,Automates everyday HR processes with integrated solutions,2020,2018,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (YAN)
998,Sabse Sasta Dukaan,Pharmaceutical,N/A,,Kolkata,Online pharmacy dealing in medicines,2020,2016,"Anish Agarwal, Anant Jain",Angel investors
999,Fitphilia,Healthtech,N/A,,Mumbai,Provides IoT-enabled treadmill,2020,N/A,Nirav Patil,Angel investors
1000,Medicus,Healthtech,N/A,12700.0,Mumbai,AI-based platform that explains and interprets blood tests and medical reports,2020,N/A,"Bhavesh Shah, Manav Shah",Angel investors
1001,Monech,Fintech,Seed Round,12700.0,Mumbai,Automated platform which will help users to take their financial decisions,2020,N/A,N/A,Angel investors
1002,Teach Us,EdTech,Seed Round,12700.0,None,Educational portal which enables the students to access information related to education at one common platform,2020,N/A,N/A,Angel investors
1003,Dealberg,B2B marketplace,N/A,,Bangalore,Deals in office supplies,2020,N/A,Abhishek Emmanuel,Undisclosed
1004,Phenom People,HR tech,Series C,30000000.0,None,It redefines the means to search for a job and recruit top talent,2020,2010,Mahe Bayireddi,WestBridge Capital
1005,Extra Edge,EdTech,Pre Series A,700000.0,Pune,Admission Marketing Automation software for the education industry,2020,N/A,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network"
1006,Capital Quotient,Fintech,N/A,600000.0,Bangalore,Investment advisor,2020,2016,Sousthav Chakrabarty,Undisclosed
1007,Karfa,Ecommerce,Seed Round,25000.0,Delhi,It sells products crafted by artisans,2020,N/A,Kartikeya Goel,Undisclosed
1008,Gamerji,Gaming,N/A,400000.0,None,Esports tournament platform,2020,2019,"Soham Thacker, Varun Gajjar",La Gajjar Group
1009,Bounce,Automotive and Rentals,Series D,97500000.0,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020,2014,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital"
1010,Zinier,Automation,Series C,90000000.0,Bangalore,Provides intelligent field service automation,2020,2015,Arka Dhar,ICONIQ Capital
1011,ProEves,Preschool Daycare,Seed Round,507000.0,Delhi,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",2020,2016,"Divya Agarwal, Ketika Kapoor",1Crowd
1012,Toddle,N/A,N/A,,Bengaluru,Collaboration and productivity platform for teachers across the world,2020,N/A,"Deepanshu Arora, Parita Parekh",Matrix Partners India
1013,Aesthetic Nutrition,Food diet,Pre Series A,,None,Markets and sells chewable dietary supplements,2020,2018,Divij Bajaj,DSG Consumer Partners
1014,Capital Float,Fintech,N/A,15000000.0,Bangalore,Digital lending,2020,2013,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners"
1015,Ninjacart,B2B Agritech,Series C,10000000.0,Bangalore,Online grocery delivery platform,2020,2015,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3"
1016,TechnifyBiz,B2B Agritech,Seed Round,2000000.0,None,Online marketplace for non-perishable food items,2020,2017,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund"
1017,Wysh,E-connect,Series A,2000000.0,Hyderabad,Celebrity engagement and wishing platform,2020,2019,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital
1018,Keito,AI,Seed Round,160000.0,Pune,Enterprise productivity startup,2020,2016,Amal PS,Suma Soft Pvt Ltd
1019,Klub,Fintech,Pre seed round,2000000.0,None,Provides growth financing to high-affinity brands,2020,2019,"Anurakt Jain, Ishita Verma",Sequoia Surge
1020,Aadhar,Ecommerce,Seed Round,,Mumbai,Ayurveda wellness and lifestyle consumer brand,2020,2017,N/A,"Sprout Venture Partners, JITO Angel Network, LetsVenture"
1021,IncubateHub,Tech hub,N/A,,Bengaluru,Provides platform for Corporates to connect establish brand presence among innovation community,2020,N/A,Rajiv Mukherjee,Venture Catalysts
1022,Rage Coffee,FMCG,N/A,,Delhi,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,2020,N/A,Bharat Sethi,Refex Capital
1023,Skilancer,Technology,N/A,,Noida,Solar module cleaning system [MCS] providers,2020,N/A,Neeraj Kumar,Venture Catalysts
1024,Harappa Education,EdTech,N/A,,New Delhi,Provides online courses on foundational skills,2020,N/A,Pramath Raj Sinha,James Murdoch-led Lupa Systems
1025,Rheo,Entertainment,N/A,2000000.0,None,Online e-sports streaming and community platform,2020,N/A,Gaurav Munjal,"Lightspeed Venture Partners, Sequoia Surge"
1026,Axio Biosolutions,Medtech,Series B,5200000.0,Bangalore,Medical device manufacturer,2020,N/A,Leo Mavely,Omidyar Network India
1027,Techbooze,Consultancy,Series A,15000000.0,None,"Business Development, Consulting and Funding facilitator for Startups Enterprise",2020,N/A,Mr. Subhashis Kar,Space Capital
1028,PayMart,Fintech,N/A,,Chandigarh,Provides cardless cash withdrawals through small merchants shops,2020,2015,Amit Narang,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network"
1029,Testbook,EdTech,Series B,8400000.0,None,Helps students prepare online for competitive exams,2020,N/A,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal",Iron Pillar
1030,FabAlley,Ecommerce,N/A,1100000.0,Noida,Online fashion store,2020,2012,"Tanvi Malik, Shivani Poddar.",Trifecta Capital
1031,HaikuJAM,N/A,N/A,3400000.0,None,Creative writing mobile platform,2020,N/A,Neer Sharma,"Lightbox. Social Capital, Dunce Capital"
1032,Mamaearth,Ecommerce,Series A,18300000.0,None,Online baby and mother care brand,2020,N/A,"Ghazal Alagh, Varun Alagh",Sequoia India
1033,Rentomojo,Rental,N/A,2000000.0,None,"Furniture, electronics, and appliance-centric consumer leasing platform",2020,2014,Geetansh Bamania,GMO Payment Gateway
1034,Zomato,Foodtech,N/A,150000000.0,None,Online food delivery and restaurant discovery platform,2020,N/A,Deepinder Goyal,Ant Financial
1035,Byju,EdTech,N/A,200000000.0,None,Provides online learning classes,2020,2011,Byju Raveendran,Tiger Global
1036,Generico,Pharmacy,N/A,1400000.0,Mumbai,Generic medicine focussed retail chain,2020,N/A,Siddharth Gadia,Alteria Capital
1037,HighRadius,SaaS,Series B,125000000.0,Hyderabad,"An AI-based platform, to automate accounts receivables and treasury processes.",2020,2016,Sashi Narahari,ICONIQ Capital
1038,Chai Kings,Beverage,N/A,1000000.0,Chennai,It offers a range of tea in various flavour,2020,N/A,"Jahabar Sadique, Balaji Sadagopan",The Chennai Angels (TCA)
1039,Rivigo,Logistics,Series F,3400000.0,Gurugram,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",2020,2014,"Deepak Garg, Gazal Kalra",Trifecta Capital
1040,BuildPan,SaaS,Seed Round,,Indore,"It helps developers to test, integrate and deploy apps",2020,2019,"Sonal Khandelwal, Vaibhav Tiwari","HNIs in India, Japan, and the US"
1041,Shiksha,EdTech,N/A,181000.0,None,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,2020,2008,Kanav Sachdeva,Mumbai Angels Network
1042,Super Surfaces,Deisgning,Series A,500000.0,Hyderabad,A design solution based company,2020,N/A,Kumar Varma,Vishnu Reddy
1043,Quicko,Taxation,N/A,280000.0,Ahmedabad,Online tax planning and filing platform,2020,N/A,Vishvajit Sonagara,"Zerodha fintech fund, Rainmatter"
1044,Satin Creditcare,Fintech,N/A,15000000.0,Gurgaon,A micro finance company,2020,N/A,N/A,Austrian Bank
1045,XpressBees,Logistics,N/A,10000000.0,None,Provides end to end supply chain solutions,2020,2015,"Supam Maheshwari, Amitava Saha",Alibaba
1046,FarmERP,Agritech,Series A,,Pune,Smart agriculture management ERP software platform,2020,2001,"Santosh Shinde, Sanjay Borkar",TechnoGen
1047,Wealth Bucket,Fintech,N/A,3000000.0,None,An online platform for mutual fund investments,2020,2018,"Himanshu Jain, Pulkit Jain","NorthStar, Vinod Khatumal"
1048,GoMechanic,Automobile Technology,Series B,14700000.0,Delhi,Find automobile repair and maintenance service providers,2020,2016,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners"
1049,Fashor,Fashion,Pre Series A,1000000.0,Chennai,Women’s fashion and apparel,2020,2017,"Vikram Kankaria, Priyanka Kankaria",Sprout venture partners
1050,Leverage Edu,EdTech,N/A,1500000.0,Delhi,AI enabled marketplace that provides career guidance,2020,N/A,Akshay Chaturvedi,"DSG Consumer Partners, Blume Ventures"
1051,EpiFi,Fintech,Seed Round,13200000.0,None,It offers customers with a single interface for all their financial and banking mandates,2020,N/A,"Sujith Narayanan, Sumit Gwalani","Sequoia India, Ribbit Capital"
1052,Purplle,Cosmetics,N/A,8000000.0,Mumbai,Online makeup and beauty products retailer,2020,2012,"Manish Taneja, Rahul Dash",Verlinvest
1053,Shuttl,Transport,Series C,8043000.0,Delhi,App based bus aggregator serice,2020,2015,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.
1054,Pando,Logitech,Series A,9000000.0,Chennai,Networked logistics management software,2020,2017,"Jayakrishnan, Abhijeet Manohar",Chiratae Ventures
0,Unbox Robotics,AI startup,Pre-series A,1200000.0,Bangalore,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.",2021,2019,"Pramod Ghadge, Shahid Memon","BEENEXT, Entrepreneur First"
1,upGrad,EdTech,N/A,120000000.0,Mumbai,UpGrad is an online higher education platform.,2021,2015,"Mayank Kumar, Phalgun Kompalli, Ravijot Chugh, Ronnie Screwvala","Unilazer Ventures, IIFL Asset Management"
2,Lead School,EdTech,Series D,30000000.0,Mumbai,LEAD School offers technology based school transformation system that assures excellent learning for every child.,2021,2012,"Smita Deorah, Sumeet Mehta","GSV Ventures, Westbridge Capital"
3,Bizongo,B2B E-commerce,Series C,51000000.0,Mumbai,Bizongo is a business-to-business online marketplace for packaging products.,2021,2015,"Aniket Deb, Ankit Tomar, Sachin Agrawal","CDC Group, IDG Capital"
4,FypMoney,FinTech,Seed,2000000.0,Gurugram,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.",2021,2021,Kapil Banwari,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal"
5,Urban Company,Home services,N/A,188000000.0,New Delhi,"Urban Company (Formerly UrbanClap) is a home and beauty services platform in India, Middle East, Singapore and Australia",2021,2014,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan",Vy Capital
6,Comofi Medtech,HealthTech,N/A,200000.0,Bangalore,Comofi Medtech is a healthcare robotics startup.,2021,2018,Gururaj KB,"CIIE.CO, KIIT-TBI"
7,Qube Health,HealthTech,Pre-series A,0.0,Mumbai,India's Most Respected Workplace Healthcare Management Company,2021,2016,Gagan Kapur,Inflection Point Ventures
8,Vitra.ai,Tech Startup,N/A,0.0,Bangalore,Vitra.ai is an AI-based video translation platform,2021,2020,Akash Nidhi PS,Inflexor Ventures
9,Taikee,E-commerce,N/A,1000000.0,Mumbai,"Taikee is the ISO-certified, B2B e-commerce platform of Peel-Works, enabling better lives for corner stores.",2021,2010,"Nidhi Ramachandran, Sachin Chhabra",N/A
10,Fitterfly,HealthTech,Pre-series A,3000000.0,Mumbai,"Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.",2021,2016,Dr Arbinder Singal,"9Unicorns Accelerator Fund, Metaform Ventures"
11,FreeStand,B2B service,N/A,100000.0,New Delhi,FreeStand enables FMCG brands to execute trackable and scalable product sampling campaigns.,2021,2017,"Konark Sharma, Sneh Soni","SucSEED Indovation, IIM Calcutta Innovation Park"
12,MyDentalPlan,Helathcare,Seed,700000.0,Bangalore,My Dental Plan provides dental care packages and services.,2021,2014,"Dr Mohender Narula, Dr AnandKrishna, Dr Girish Rao",Safe Planet Medicare
13,Freyr Energy,Renewable Energy,N/A,2000000.0,Hyderabad,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",2021,2014,"Radhika Choudary, Saurabh Marda","Impact Partners, C4D Partners"
14,DealShare,E-commerce,N/A,9000000.0,Jaipur,DealShare is a Social Commerce Startup,2021,2018,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Tiger Global Management, InnoVen Capital"
15,Tessolve,Electronics,N/A,40000000.0,Bangalore,"Tessolve Semiconductor offers engineering in semiconductor design, test/product engineering, failure analysis, systems design.",2021,1993,"P Raja Manickam, Srinivas Chinamilli, Veerappan V",Novo Tellus Capital
16,Smart Joules,Renewable Energy,N/A,49000000.0,New Delhi,Smart Joules is an energy management company.,2021,2014,"Arjun P Gupta, Ujjal Majumdar, Sidhartha Gupta","Raintree Family Office, ADB arm"
17,ORAI,IT startup,Pre-series A,400000.0,Bangalore,AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL,2021,2020,"Swapnil Jain, Sujit Das Biswas",Inflection Point Ventures
18,ixamBee,EdTech,Seed,300000.0,New Delhi,ixamBee is to provide best online learning experience for preparation of competitive exams.,2021,2016,Chandraprakash Joshi,"Mumbai Angels, Narendra Shyamsukha"
19,CoinSwitch Kuber,FinTech,Series B,25000000.0,Bangalore,CoinSwitch Kuber is an India-based cryptocurrency exchange platform.,2021,2017,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Paradigm, Kunal Shah"
20,Razorpay,FinTech,Series E,160000000.0,Bangalore,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",2021,2014,"Harshil Mathur, Shashank Kumar","Matrix Partners India, GIC"
21,Uable,EdTech,Seed,0.0,Bangalore,Uable offers role based programmes to empower children to explore different domains.,2021,2020,Saurabh Saxena,"Chiratae Ventures, JAFCO Asia"
22,ZFW Hospitality,Food & Beverages,Pre-seed,150000.0,New Delhi,Creating a sustainable and scalable cloud kitchen network.,2021,2015,Madhav Kasturia,"Mumbai Angels Network, Expert DOJO"
23,Optimized Electrotech,Aeorspace,Pre-series A,1800000.0,Ahmadabad,"Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection",2021,2017,"Anil Yekkala, Dharin Shah, Kuldeep Saxena, Purvi Shah, Sandeep Shah",GVFL
24,Northern Arc,FinTech,N/A,5000000.0,Chennai,Northern Arc Capital is a Non-Banking Finance Company that provides borrows with access to debt investors.,2021,2008,Kshama Fernandes,"Kotak Mahindra Bank, FMO"
25,Chara,Deep Tech,Seed,850000.0,Bangalore,"A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.",2021,2019,"Bhaktha Keshavachar, Ravi Prasad Sharma, Mahalingam Koushik",Kalaari Capital
26,Sirona Hygiene,HealthTech,Series A,3000000.0,New Delhi,Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products.,2021,2015,"Deep Bajaj, Mohit Bajaj","NB Ventures, IAN Fund"
27,Pristyn Care,HealthTech,Series D,53000000.0,Gurugram,Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures,2021,2018,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures"
28,TrulyMadly,Dating,Pre-series A,2000000.0,New Delhi,Trulymadly is a dating platform that uses a match making algorithm.,2021,2013,"Hitesh Dhingra, Rahul Kumar, Sachin Bhatia","Gaurav Munjal, Snehil Khanor"
29,Vidyakul,EdTech,Seed,500000.0,N/A,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures,2021,2018,"Raman Garg, Tarun Saini","JITO Angel Network, SOSV"
30,Jambox Games,Gaming,Seed,1100000.0,Bangalore,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",2021,2021,Ravi Vyas,N/A
31,Miko,Robotics,N/A,6000000.0,Mumbai,"Miko is an advanced robotics startup focusing on robotics, AI & IoT.",2021,2015,"Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Chiratae Ventures, YourNest Venture Capital"
32,SuperK,Retail,Seed,800000.0,"Small Towns, Andhra Pradesh",SuperK is a full-stack solution to empower small format retail stores in India.,2021,2019,Neeraj Menta,STRIVE VC
33,TagZ Foods,Food,Pre-series A,500000.0,Bangalore,TagZ Foods is a supplier of snacks and food products.,2021,2019,"Anish Basu Roy, Sagar Bhalotia",Venture Catalysts
34,Fuel Buddy,Oil and Energy,N/A,1000000.0,New Delhi,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.,2021,2017,Aditya Singh,Jaipuria Family Office
35,M1xchange,FinTech,N/A,10000000.0,Gurugram,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,2021,2017,Sundeep Mohindru,Amazon
36,Spintly,Tech Startup,N/A,500000.0,Goa,Wireless cloud based access control platform,2021,2017,Rohin Parkar,Riso Capital
37,EF Polymer,AgriTech,N/A,200000.0,Rajsamand,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,2021,2018,Narayan Lal Gurjar,MTG Ventures
38,boAt,Electronics,N/A,6000000.0,New Delhi,boAt is a consumer electronics and lifestyle company.,2021,2016,"Aman Gupta, Sameer Mehta","Qualcomm Ventures, Warburg Pincus"
39,TruNativ,Food & Beverages,Seed,0.0,Mumbai,TruNativ Foods & Beverages Pvt Ltd,2021,2019,"Pranav Malhotra, Mamta Malhotra",9Unicorns
